0.167,0.039,0.195,0.286,0.334,0.415,R1R5
0.167,0.136,0.125,0.236,0.317,0.368,R2
0.167,0.202,0.305,0.16,0.102,0.158,R0
0.167,0.395,0.125,0.243,0.165,0.371,R0
0.168,0.149,0.187,0.269,0.315,0.228,R0
0.168,0.273,0.133,0.135,0.228,0.324,R3
0.168,0.398,0.184,0.222,0.135,0.304,R3
0.169,0.116,0.116,0.112,0.217,0.223,R0
0.169,0.125,0.29,0.196,0.322,0.241,R0
0.169,0.164,0.183,0.174,0.149,0.218,R2
0.169,0.173,0.196,0.178,0.161,0.233,R2
0.169,0.214,0.125,0.153,0.142,0.217,R0
0.169,0.222,0.229,0.209,0.145,0.147,R0
0.169,0.304,0.207,0.231,0.114,0.135,R0
0.169,0.412,0.188,0.223,0.143,0.302,R3
0.17,0.327,0.156,0.14,0.168,0.307,R0
0.17,0.342,0.274,0.175,0.187,0.364,R5
0.171,0.068,0.15,0.279,0.395,0.263,R0
0.171,0.182,0.2,0.186,0.163,0.237,R2
0.171,0.219,0.125,0.16,0.15,0.22,R0
0.171,0.502,0.135,0.238,0.137,0.361,R2R3R5
0.171,0.682,0.175,0.535,0.419,0.447,R1R2R3R5
0.172,0.118,0.135,0.116,0.219,0.236,R0
0.172,0.233,0.35,0.172,0.263,0.188,R0
0.172,0.503,0.138,0.239,0.137,0.366,R2R3R5
0.173,0.081,0.231,0.314,0.509,0.304,R1R5
0.173,0.14,0.134,0.25,0.323,0.387,R2
0.173,0.146,0.141,0.155,0.347,0.226,R0
0.173,0.178,0.221,0.215,0.31,0.146,R0
0.173,0.187,0.203,0.192,0.168,0.239,R2
0.173,0.194,0.225,0.217,0.326,0.153,R0
0.173,0.204,0.175,0.305,0.217,0.116,R0
0.173,0.23,0.233,0.214,0.154,0.16,R0
0.173,0.242,0.36,0.175,0.268,0.191,R0
0.173,0.34,0.267,0.178,0.198,0.382,R5
0.173,0.368,0.167,0.174,0.205,0.388,R0
0.174,0.145,0.127,0.245,0.325,0.372,R2
0.174,0.204,0.241,0.229,0.344,0.169,R0
0.174,0.688,0.19,0.552,0.424,0.454,R1R2R3R5
0.175,0.074,0.154,0.28,0.396,0.264,R0
0.175,0.115,0.309,0.115,0.229,0.205,R0
0.175,0.217,0.124,0.233,0.164,0.12,R0
0.175,0.23,0.22,0.191,0.159,0.28,R0
0.175,0.402,0.134,0.245,0.169,0.377,R0
0.176,0.113,0.234,0.168,0.213,0.202,R0
0.176,0.12,0.144,0.118,0.222,0.246,R0
0.176,0.405,0.13,0.256,0.172,0.384,R0
0.176,0.69,0.181,0.543,0.419,0.449,R1R2R3R5
0.177,0.071,0.163,0.279,0.41,0.273,R0
0.177,0.086,0.235,0.316,0.519,0.314,R1R5
0.177,0.212,0.181,0.309,0.217,0.116,R0
0.177,0.23,0.219,0.192,0.289,0.216,R0
0.177,0.302,0.21,0.238,0.107,0.143,R0
0.178,0.21,0.387,0.243,0.321,0.187,R0
0.178,0.347,0.275,0.185,0.205,0.384,R5
0.179,0.091,0.242,0.324,0.523,0.323,R1R5
0.179,0.118,0.242,0.176,0.207,0.21,R0
0.179,0.12,0.222,0.158,0.212,0.323,R0
0.179,0.379,0.172,0.193,0.208,0.386,R0
0.18,0.025,0.268,0.155,0.162,0.218,R0
0.18,0.123,0.137,0.122,0.228,0.245,R0
0.18,0.195,0.228,0.217,0.334,0.162,R0
0.18,0.359,0.121,0.146,0.206,0.413,R1R3
0.181,0.091,0.255,0.316,0.526,0.328,R1R5
0.181,0.251,0.357,0.218,0.171,0.316,R5
0.182,0.244,0.322,0.146,0.387,0.281,R2
0.183,0.208,0.121,0.231,0.177,0.118,R0
0.183,0.22,0.193,0.318,0.232,0.134,R0
0.183,0.237,0.225,0.196,0.295,0.217,R0
0.183,0.332,0.155,0.136,0.183,0.313,R0
0.183,0.384,0.175,0.193,0.216,0.394,R0
0.184,0.186,0.201,0.204,0.173,0.25,R2
0.184,0.224,0.396,0.252,0.324,0.185,R0
0.184,0.238,0.225,0.194,0.163,0.283,R0
0.184,0.248,0.375,0.222,0.173,0.325,R5
0.184,0.253,0.375,0.223,0.182,0.327,R5
0.184,0.258,0.384,0.227,0.189,0.332,R5
0.184,0.317,0.244,0.287,0.098,0.213,R2
0.185,0.238,0.358,0.18,0.278,0.205,R0
0.186,0.113,0.212,0.157,0.216,0.31,R0
0.186,0.351,0.282,0.192,0.209,0.394,R5
0.186,0.357,0.113,0.139,0.19,0.403,R1R3
0.186,0.386,0.18,0.196,0.221,0.398,R0
0.187,0.234,0.133,0.168,0.142,0.232,R0
0.187,0.238,0.232,0.198,0.297,0.221,R0
0.188,0.03,0.265,0.165,0.167,0.221,R0
0.188,0.125,0.225,0.164,0.219,0.328,R0
0.188,0.364,0.122,0.151,0.209,0.421,R1R3
0.188,0.393,0.191,0.21,0.234,0.403,R0
0.188,0.404,0.22,0.1,0.183,0.382,R0
0.188,0.519,0.143,0.25,0.141,0.38,R2R3R5
0.19,0.0,0.242,0.06,0.176,0.174,R0
0.19,0.246,0.244,0.205,0.31,0.219,R0
0.191,0.127,0.323,0.12,0.23,0.213,R0
0.191,0.189,0.174,0.195,0.306,0.281,R1R5
0.191,0.198,0.215,0.345,0.4,0.352,R3
0.191,0.242,0.325,0.155,0.386,0.282,R2
0.191,0.251,0.242,0.213,0.176,0.302,R0
0.192,0.035,0.275,0.166,0.17,0.231,R0
0.192,0.228,0.4,0.257,0.328,0.193,R0
0.192,0.248,0.325,0.163,0.395,0.289,R2
0.193,0.099,0.289,0.123,0.135,0.115,R0
0.193,0.202,0.225,0.361,0.408,0.36,R3
0.193,0.203,0.225,0.364,0.415,0.365,R3
0.193,0.218,0.125,0.237,0.183,0.124,R0
0.193,0.23,0.415,0.271,0.346,0.196,R0
0.193,0.247,0.23,0.203,0.169,0.287,R0
0.193,0.255,0.333,0.174,0.4,0.308,R2
0.193,0.32,0.245,0.287,0.104,0.215,R2
0.193,0.364,0.128,0.163,0.217,0.434,R1R3
0.194,0.133,0.325,0.129,0.233,0.217,R0
0.195,0.125,0.232,0.174,0.219,0.338,R0
0.195,0.127,0.293,0.32,0.11,0.016,R0
0.195,0.129,0.294,0.324,0.105,0.019,R0
0.195,0.136,0.3,0.326,0.116,0.026,R0
0.195,0.225,0.131,0.243,0.184,0.124,R0
0.195,0.326,0.25,0.293,0.113,0.218,R2
0.195,0.369,0.13,0.152,0.211,0.428,R1R3
0.195,0.409,0.217,0.128,0.123,0.375,R3
0.196,0.043,0.277,0.173,0.179,0.233,R0
0.197,0.0,0.242,0.059,0.177,0.185,R0
0.197,0.36,0.292,0.194,0.212,0.401,R5
0.198,0.106,0.211,0.239,0.371,0.209,R0
0.198,0.113,0.298,0.125,0.153,0.13,R0
0.198,0.118,0.216,0.254,0.419,0.355,R1R5
0.198,0.133,0.308,0.13,0.097,0.135,R0
0.198,0.137,0.309,0.332,0.125,0.034,R0
0.198,0.228,0.131,0.255,0.197,0.137,R0
0.198,0.231,0.403,0.264,0.332,0.197,R0
0.199,0.134,0.329,0.134,0.236,0.227,R0
0.199,0.211,0.23,0.366,0.424,0.369,R3
0.199,0.321,0.156,0.255,0.103,0.252,R0
0.2,0.185,0.27,0.277,0.148,0.13,R0
0.2,0.256,0.391,0.232,0.193,0.328,R5
0.2,0.327,0.266,0.309,0.12,0.226,R2
0.202,0.136,0.232,0.262,0.418,0.353,R1R5
0.202,0.136,0.235,0.266,0.421,0.357,R1R5
0.202,0.257,0.335,0.171,0.399,0.297,R2
0.202,0.352,0.161,0.097,0.003,0.148,R0
0.202,0.41,0.197,0.202,0.171,0.39,R0
0.203,0.177,0.171,0.278,0.126,0.113,R0
0.204,0.133,0.195,0.211,0.269,0.332,R1R3
0.204,0.191,0.267,0.278,0.132,0.123,R0
0.205,0.047,0.286,0.18,0.171,0.237,R0
0.205,0.115,0.3,0.133,0.154,0.134,R0
0.205,0.139,0.24,0.165,0.224,0.34,R0
0.205,0.194,0.275,0.285,0.152,0.134,R0
0.205,0.33,0.253,0.295,0.115,0.224,R2
0.205,0.414,0.222,0.134,0.138,0.384,R3
0.206,0.0,0.25,0.068,0.186,0.194,R0
0.206,0.143,0.335,0.136,0.24,0.223,R0
0.206,0.158,0.216,0.182,0.11,0.141,R0
0.206,0.194,0.178,0.198,0.309,0.276,R1R5
0.206,0.415,0.218,0.105,0.187,0.373,R0
0.207,0.121,0.307,0.136,0.16,0.14,R0
0.207,0.124,0.196,0.211,0.276,0.344,R1R3
0.207,0.196,0.185,0.204,0.318,0.283,R1R5
0.207,0.418,0.225,0.115,0.194,0.382,R0
0.207,0.457,0.161,0.112,0.092,0.403,R0
0.208,0.121,0.068,0.149,0.294,0.311,R2R3
0.208,0.319,0.17,0.254,0.113,0.243,R0
0.208,0.416,0.225,0.135,0.142,0.387,R3
0.208,0.421,0.244,0.136,0.159,0.389,R3
0.209,0.139,0.239,0.27,0.43,0.358,R1R5
0.209,0.144,0.316,0.131,0.114,0.145,R0
0.209,0.198,0.279,0.291,0.154,0.138,R0
0.209,0.424,0.267,0.201,0.167,0.327,R2R3
0.21,0.134,0.169,0.144,0.218,0.245,R0
0.21,0.151,0.238,0.285,0.427,0.358,R1R5
0.21,0.153,0.317,0.337,0.124,0.042,R0
0.21,0.268,0.163,0.076,0.207,0.288,R0
0.21,0.358,0.168,0.108,0.017,0.152,R0
0.21,0.43,0.203,0.129,0.215,0.15,R0
0.211,0.01,0.252,0.071,0.195,0.199,R0
0.211,0.107,0.216,0.245,0.366,0.215,R0
0.211,0.19,0.173,0.286,0.131,0.109,R0
0.211,0.215,0.201,0.217,0.319,0.292,R1R5
0.211,0.417,0.225,0.138,0.15,0.39,R3
0.211,0.422,0.265,0.21,0.166,0.32,R2R3
0.211,0.423,0.226,0.12,0.198,0.391,R0
0.212,0.185,0.317,0.268,0.151,0.362,R2
0.212,0.222,0.242,0.382,0.419,0.384,R3
0.212,0.228,0.223,0.285,0.166,0.319,R0
0.212,0.267,0.161,0.08,0.199,0.292,R0
0.213,0.134,0.2,0.218,0.277,0.352,R1R3
0.213,0.415,0.163,0.218,0.18,0.321,R0
0.213,0.432,0.19,0.13,0.216,0.14,R0
0.214,0.192,0.269,0.166,0.3,0.307,R1
0.214,0.193,0.175,0.294,0.139,0.116,R0
0.214,0.308,0.118,0.205,0.101,0.18,R0
0.214,0.324,0.366,0.216,0.167,0.321,R5
0.214,0.408,0.195,0.204,0.185,0.394,R0
0.214,0.429,0.242,0.116,0.208,0.396,R0
0.215,0.132,0.31,0.15,0.161,0.137,R0
0.215,0.185,0.306,0.254,0.16,0.358,R2
0.215,0.203,0.19,0.206,0.32,0.286,R1R5
0.215,0.226,0.218,0.285,0.161,0.305,R0
0.215,0.421,0.171,0.231,0.179,0.32,R0
0.215,0.462,0.165,0.114,0.098,0.415,R0
0.216,0.015,0.259,0.075,0.193,0.201,R0
0.216,0.108,0.285,0.199,0.105,0.3,R0
0.216,0.116,0.225,0.247,0.374,0.217,R0
0.216,0.128,0.067,0.157,0.286,0.308,R2R3
0.216,0.144,0.208,0.23,0.278,0.359,R1R3
0.216,0.153,0.325,0.132,0.116,0.155,R0
0.216,0.214,0.208,0.193,0.322,0.222,R0
0.216,0.219,0.222,0.193,0.326,0.224,R0
0.216,0.225,0.225,0.194,0.328,0.233,R0
0.216,0.233,0.232,0.196,0.337,0.238,R0
0.216,0.31,0.371,0.215,0.166,0.317,R5
0.216,0.327,0.375,0.216,0.174,0.329,R5
0.216,0.33,0.385,0.224,0.18,0.335,R5
0.217,0.126,0.293,0.214,0.101,0.301,R0
0.217,0.136,0.075,0.164,0.295,0.316,R2R3
0.217,0.153,0.111,0.298,0.468,0.266,R0
0.217,0.209,0.193,0.296,0.148,0.129,R0
0.217,0.211,0.28,0.288,0.167,0.135,R0
0.217,0.325,0.175,0.261,0.113,0.252,R0
0.217,0.413,0.2,0.205,0.188,0.396,R0
0.217,0.428,0.275,0.219,0.175,0.329,R2R3
0.217,0.432,0.205,0.136,0.217,0.153,R0
0.217,0.465,0.175,0.122,0.107,0.422,R0
0.217,0.471,0.184,0.125,0.108,0.426,R0
0.218,0.127,0.168,0.154,0.223,0.259,R0
0.218,0.136,0.175,0.163,0.224,0.263,R0
0.218,0.155,0.171,0.186,0.175,0.325,R2
0.218,0.176,0.218,0.196,0.113,0.148,R0
0.218,0.198,0.184,0.299,0.149,0.124,R0
0.218,0.236,0.225,0.289,0.173,0.322,R0
0.219,0.121,0.23,0.253,0.377,0.221,R0
0.219,0.138,0.204,0.227,0.283,0.361,R1R3
0.219,0.139,0.181,0.171,0.224,0.264,R0
0.219,0.143,0.08,0.173,0.302,0.329,R2R3
0.219,0.153,0.271,0.162,0.307,0.275,R2
0.219,0.189,0.325,0.273,0.161,0.364,R2
0.219,0.191,0.248,0.22,0.305,0.224,R2
0.219,0.271,0.165,0.086,0.216,0.293,R0
0.22,0.238,0.229,0.295,0.176,0.33,R0
0.22,0.364,0.175,0.116,0.023,0.158,R0
0.221,0.144,0.082,0.168,0.296,0.32,R2R3
0.221,0.423,0.175,0.236,0.183,0.322,R0
0.221,0.477,0.179,0.135,0.117,0.427,R0
0.222,0.16,0.326,0.139,0.123,0.163,R0
0.223,0.152,0.268,0.166,0.319,0.29,R2
0.223,0.334,0.182,0.278,0.127,0.27,R0
0.223,0.421,0.206,0.209,0.19,0.401,R0
0.224,0.188,0.274,0.163,0.314,0.324,R1
0.224,0.441,0.223,0.146,0.226,0.157,R0
0.225,0.194,0.275,0.173,0.315,0.326,R1
0.225,0.335,0.178,0.268,0.121,0.252,R0
0.225,0.434,0.207,0.138,0.226,0.156,R0
0.226,0.115,0.116,0.227,0.241,0.161,R2
0.226,0.122,0.237,0.247,0.383,0.219,R0
0.226,0.148,0.234,0.427,0.382,0.249,R0
0.226,0.162,0.166,0.19,0.169,0.322,R2
0.226,0.175,0.262,0.16,0.231,0.463,R1R3
0.226,0.177,0.225,0.198,0.113,0.152,R0
0.226,0.285,0.176,0.092,0.22,0.302,R0
0.227,0.127,0.3,0.214,0.106,0.308,R0
0.227,0.162,0.337,0.144,0.121,0.172,R0
0.227,0.195,0.344,0.287,0.18,0.374,R2
0.227,0.366,0.175,0.125,0.023,0.163,R0
0.227,0.431,0.28,0.223,0.182,0.331,R2R3
0.228,0.17,0.268,0.196,0.294,0.312,R5
0.228,0.198,0.212,0.183,0.29,0.317,R4
0.228,0.281,0.171,0.091,0.222,0.294,R0
0.228,0.321,0.123,0.221,0.116,0.192,R0
0.228,0.378,0.187,0.134,0.039,0.171,R0
0.228,0.44,0.292,0.238,0.179,0.332,R2R3
0.229,0.096,0.213,0.418,0.327,0.125,R5
0.229,0.105,0.217,0.42,0.334,0.133,R5
0.229,0.133,0.306,0.223,0.11,0.309,R0
0.229,0.164,0.263,0.19,0.287,0.297,R5
0.229,0.189,0.266,0.164,0.231,0.467,R1R3
0.229,0.192,0.327,0.28,0.161,0.367,R2
0.229,0.418,0.208,0.223,0.195,0.4,R0
0.23,0.164,0.167,0.231,0.321,0.407,R2R3
0.23,0.18,0.227,0.2,0.117,0.158,R0
0.23,0.429,0.178,0.237,0.188,0.324,R0
0.231,0.192,0.24,0.201,0.127,0.155,R0
0.231,0.268,0.114,0.197,0.178,0.342,R2R5
0.231,0.326,0.125,0.223,0.117,0.194,R0
0.232,0.108,0.22,0.427,0.339,0.142,R5
0.232,0.118,0.17,0.215,0.321,0.142,R0
0.232,0.163,0.117,0.315,0.466,0.266,R0
0.232,0.18,0.173,0.232,0.318,0.422,R2R3
0.232,0.241,0.236,0.199,0.334,0.235,R0
0.232,0.269,0.12,0.201,0.181,0.343,R2R5
0.232,0.455,0.274,0.209,0.204,0.316,R0
0.233,0.09,0.236,0.173,0.197,0.329,R3
0.233,0.156,0.221,0.22,0.182,0.222,R0
0.233,0.157,0.275,0.176,0.324,0.293,R2
0.233,0.164,0.175,0.192,0.176,0.326,R2
0.233,0.18,0.241,0.188,0.322,0.18,R0
0.233,0.19,0.245,0.227,0.31,0.228,R2
0.233,0.202,0.278,0.178,0.321,0.334,R1
0.233,0.538,0.268,0.225,0.168,0.417,R3
0.234,0.12,0.173,0.211,0.321,0.148,R0
0.234,0.327,0.129,0.229,0.125,0.2,R0
0.235,0.17,0.176,0.197,0.185,0.329,R2
0.235,0.191,0.298,0.176,0.113,0.267,R0
0.235,0.243,0.232,0.306,0.19,0.338,R0
0.235,0.345,0.392,0.235,0.182,0.346,R5
0.235,0.438,0.185,0.256,0.2,0.325,R0
0.236,0.125,0.118,0.234,0.243,0.167,R2
0.236,0.128,0.175,0.217,0.328,0.153,R0
0.236,0.174,0.275,0.198,0.295,0.317,R5
0.236,0.198,0.25,0.233,0.314,0.235,R2
0.237,0.159,0.281,0.177,0.326,0.3,R2
0.237,0.166,0.125,0.316,0.471,0.276,R0
0.237,0.183,0.175,0.236,0.327,0.423,R2R3
0.237,0.195,0.277,0.192,0.32,0.344,R1
0.237,0.208,0.258,0.24,0.318,0.235,R2
0.237,0.231,0.247,0.119,0.149,0.209,R0
0.237,0.277,0.125,0.204,0.188,0.348,R2R5
0.238,0.114,0.223,0.433,0.349,0.16,R5
0.238,0.152,0.179,0.175,0.237,0.282,R0
0.238,0.171,0.223,0.217,0.195,0.227,R0
0.238,0.174,0.128,0.317,0.471,0.283,R0
0.238,0.176,0.225,0.223,0.197,0.227,R0
0.238,0.188,0.3,0.18,0.131,0.273,R0
0.238,0.214,0.242,0.114,0.151,0.199,R0
0.238,0.511,0.246,0.202,0.125,0.422,R0
0.239,0.109,0.226,0.434,0.339,0.146,R5
0.239,0.168,0.231,0.191,0.316,0.166,R0
0.239,0.183,0.25,0.193,0.327,0.184,R0
